,국가,대학교명,내용,번역,영한_재번역,추출요약,분류,5분류
1208,호주,Victoria University,"Victoria University partnered with EGL
(Environmental Group Limited) Water
to develop a process to separate and
destroy harmful PFAS (Per- and
Polyfluoroalkyl compounds) in
contaminated water. PFAS is a
developing crisis, as the chemicals are
toxic, highly persistent and accumulate
in the bodies of fish, animals and
people. EGL applied for a patent in
2020 after successful trails at a pilot
plant, with the oversight and technical
guidance of VU researchers.","빅토리아 대학교는 EGL과 제휴했다.
(환경단체유한공사) 물
분리하는 과정을 개발하다
유해한 PFAS를 파괴한다(Per-and).
폴리플루오로알킬 화합물)의
오염된 물 PFAS는 이다.
발전하는 위기, 화학 물질들이
독성이 강하고, 매우 지속적이며, 축적된
물고기, 동물, 그리고 동물의 몸에서
EGL이 특허를 출원한 것은
파일럿에서 성공적인 추적 후 2020년
감시와 기술을 가지고 플랜트하다.
VU 연구진의 지도","Victoria University는 EGL (Environmental Group Limited) Water와 제휴하여 오염 된 물에서 유해한 PFA (Per- 및 Polyfluoroalkyl 화합물)를 분리하고 파괴하는 과정을 개발했습니다.PFA는 화학 물질이 유독하고 지속적이며 물고기, 동물 및 사람의 몸에 축적되기 때문에 발전하는 위기입니다.EGL은 2020 년 파일럿 플랜트에서 성공적인 트레일 후 VU 연구원의 감독 및 기술 지침으로 특허를 신청했습니다."," 화학 물질이 유독하고 지속적이며 물고기, 동물 및 사람의 몸에 축적되기 때문에 발전하는 위기입니다",6,2
1824,미국,UC Davis University,"SDG 15–related centers at UC Davis
California Animal Health and Food Safety Laboratory System
California Center for Urban Horticulture
California National Primate Research Center
California Raptor Center
Center for Animal Welfare
Center for Companion Animal Health
Center for Equine Health
Center for Regional Change
Gorilla Doctors
HALI Project
John Muir Institute of the Environment
Karen C. Drayer Wildlife Health Center
Koret Shelter Medicine Program
Mercer Clinic for Pets of the Homeless
Plant Breeding Center
Small Animal Clinic Ophthalmology Service
UC Davis Veterinary Medicine: The One Health Institute
UCGHI Planetary Health Center of Expertise
Veterinary Emergency Response Team
Zoological Medicine Service","UC Davis의 SDG 15 관련 센터
캘리포니아 동물 건강 및 식품 안전 실험실 시스템
캘리포니아 도시 원예 센터
캘리포니아 국립 영장류 연구 센터
캘리포니아 랩터 센터
동물복지센터
반려동물보건센터
말 건강 센터
지역 변화 센터
고릴라 닥터스
HALI 프로젝트
존 뮤어 환경 연구소
카렌 C 드레이어 야생동물 보건 센터
코레트 쉼터 의료 프로그램
노숙자 반려동물을 위한 머서 클리닉
식물육종센터
작은 동물 클리닉 안과 서비스
UC Davis 수의학: 더 원 헬스 인스티튜트
UCGHI 행성 보건 전문 센터
수의사 비상대응팀
동물 의학 서비스",SDG 15- UC Davis 캘리포니아 동물 건강 및 식품 안전 실험실 시스템 도시 원예를위한 캘리포니아 캘리포니아 캘리포니아 영장 연구 센터 캘리포니아 캘리포니아 캘리포니아 캘리포니아 캘리포니아 캘리포니아 동물 복지 센터를위한 동물 복지 센터를위한 동물 건강 센터 지역 변화 고릴라 의사 Hali Project Hali ProjectJohn Muir Institute of the Environment Karen C. Drayer Wildlife Health Center Koret Shelter Medicine Program Mercer Clinic The Lomeless Plant Breeding Center 소형 동물 클리닉 안과 서비스 UC Davis 수의학 : 전문가 UCGHI 행성 건강 센터 수의학 응급 응답 대응.팀 동물원 의학 서비스, 동물원 의학 서비스,15,2
1865,캐나다,Brock University,"Initiatives at Brock University
WATER REFILL STATIONS  
Brock has 44 water refill stations across  campus that can be used to reduce the need for single use plastic bottles. There are many negative effects from the use of single use plastics, and any effort made by using these water refill stations is greatly appreciated.","Brock University의 이니셔티브
급수 스테이션  
브록은 1회용 플라스틱 병의 필요성을 줄이는 데 사용할 수 있는 44개의 물 리필 스테이션이 캠퍼스 전역에 있습니다. 일회용 플라스틱 사용으로 인한 많은 부정적인 영향이 있으며, 이러한 물 리필 스테이션을 사용하는 모든 노력은 매우 감사합니다.","Brock University Water Refill Station의 이니셔티브 Brock에는 단일 사용 플라스틱 병의 필요성을 줄이는 데 사용할 수있는 캠퍼스 전역에 44 개의 물 리필 스테이션이 있습니다.단일 사용 플라스틱의 사용으로 인한 많은 부정적인 영향이 있으며, 이러한 물 리필 스테이션을 사용한 노력은 대단히 감사합니다."," 사용 플라스틱의 사용으로 인한 많은 부정적인 영향이 있으며, 이러한 물 리필 스테이션을 사용한 노력은 대단히 감사합니다.",6,2
1236,호주,Victoria University,"Moondani Balluk worked with
landscape architects to install a native
landscape using Indigenous plants
from the region at the Wunggurrwil
Dhurrung Centre in Wyndham. The
facility provides a dedicated space
for the Aboriginal community that is
culturally safe and to host community
services and events. The native
landscape uses roof run off to water
the plants. The location of the native
landscape at the Aboriginal
community centre showcases
the value of Indigenous flora for
Aboriginal traditions, biodiversity
and for water conservation.","Moondani Balluk은 함께 일했습니다.
네이티브를 설치하기 위한 조경사들
토종 식물을 이용한 경관
웡구르길의 지역 출신.
윈덤에 있는 더룽 센터입니다. 그
전용 공간을 제공합니다.
원주민 공동체를 위해
문화적으로 안전하고 공동체를 유치하기 위해
서비스 및 이벤트 원주민
경치는 지붕을 물로 달린다.
식물들 네이티브 위치
원주민의 풍경.
커뮤니티 센터 쇼케이스
에 대한 토착 식물군의 가치.
원주민의 전통, 생물 다양성
그리고 물 보존을 위해.","Moondani Balluk은 조경사와 협력하여 Wyndham의 Wunggurwil Dhurrung Center에있는이 지역의 토착 식물을 사용하여 토착 풍경을 설치했습니다.이 시설은 문화적으로 안전하고 지역 사회 서비스 및 행사를 주최하는 원주민 공동체를위한 전용 공간을 제공합니다.고유의 풍경은 지붕을 사용하여 식물에 물을 뿌립니다.원주민 커뮤니티 센터의 원주민 환경의 위치는 원주민 전통, 생물 다양성 및 수자원 보존을위한 토착 식물 군의 가치를 보여줍니다."," 커뮤니티 센터의 원주민 환경의 위치는 원주민 전통, 생물 다양성 및 수자원 보존을위한 토착 식물 군의 가치를 보여줍니다.",15,2
566,뉴질랜드,Auckland universitiy,"SINGLE USE PACKAGING REDUCTIONThe University’s Campus Life division has partnered with the Sustainabilityand Environment team to launch the Single Use Reduction pilot (SURe),which aims to work with five key food retailers on campus to help reducethe amount of single-use packaging. In order to minimise the need forplastic water bottles the University is also working to ensure that waterfountains are available across all campuses.","일회용 포장 절감

대학의 캠퍼스 라이프 부서는 지속가능성 및 환경 팀과 제휴하여 캠퍼스 내 주요 식품 소매점 5곳과 협력하여 일회용 포장재의 양을 줄이는 것을 목표로 하는 SURE(Single Use Reduction Pilot)를 출시했습니다. 플라스틱 물병의 필요성을 최소화하기 위해 대학은 또한 모든 캠퍼스에서 물 분수를 사용할 수 있도록 하기 위해 노력하고 있다.",단일 사용 패키징 감소 대학의 캠퍼스 라이프 부서는 지속 가능성 및 환경 팀과 제휴하여 캠퍼스의 5 개의 주요 식품 소매 업체와 협력하여 단일 사용량 포장을 줄이는 데 도움이되는 단일 사용 감소 파일럿 (SER)를 시작했습니다.다형성 물병에 대한 필요성을 최소화하기 위해 대학은 모든 캠퍼스에서 수역을 이용할 수 있도록 노력하고 있습니다., 물병에 대한 필요성을 최소화하기 위해 대학은 모든 캠퍼스에서 수역을 이용할 수 있도록 노력하고 있습니다.,12,2
380,오스트레일리아,WESTERN SYDNEY UNIVERSITY,"Green Star accredited buildings constructed on our campuses, with more underway","우리 캠퍼스에 건설된 Green Star 인증 건물, 더 진행 중입니다","우리 캠퍼스에 건설 된 그린 스타 공인 건물, 더 많은 것이 있습니다.","우리 캠퍼스에 건설 된 그린 스타 공인 건물, 더 많은 것이 있습니다.",12,2
656,Australia,WESTERN SYDNEY UNIVERSITY,"Green Star accredited buildings constructed on our campuses, with more underway","우리 캠퍼스에 건설된 Green Star 인증 건물, 더 진행 중입니다","우리 캠퍼스에 건설 된 그린 스타 공인 건물, 더 많은 것이 있습니다.","우리 캠퍼스에 건설 된 그린 스타 공인 건물, 더 많은 것이 있습니다.",6,2
657,Australia,WESTERN SYDNEY UNIVERSITY,"Green Star accredited buildings constructed on our campuses, with more underway","우리 캠퍼스에 건설된 Green Star 인증 건물, 더 진행 중입니다","우리 캠퍼스에 건설 된 그린 스타 공인 건물, 더 많은 것이 있습니다.","우리 캠퍼스에 건설 된 그린 스타 공인 건물, 더 많은 것이 있습니다.",12,2
379,오스트레일리아,WESTERN SYDNEY UNIVERSITY,"Green Star accredited buildings constructed on our campuses, with more underway","우리 캠퍼스에 건설된 Green Star 인증 건물, 더 진행 중입니다","우리 캠퍼스에 건설 된 그린 스타 공인 건물, 더 많은 것이 있습니다.","우리 캠퍼스에 건설 된 그린 스타 공인 건물, 더 많은 것이 있습니다.",6,2
1922,홍콩,The Chinese University of Hong Kong,"Policies
CUHK is committed to putting in place effective waste management processes that go beyond Hong Kong’s legislative and regulatory requirements.  Its Waste Management Policy and Waste Management Guidelines emphasize the importance of implementing procedures to prevent immediate and future pollution and harm to health, and achieve continual improvement in waste management performance.","정책들
CUHK는 홍콩의 입법 및 규제 요건을 뛰어넘는 효과적인 폐기물 관리 프로세스를 시행하기 위해 최선을 다하고 있습니다.  폐기물 관리 정책 및 폐기물 관리 지침은 즉각적이고 미래의 오염 및 건강에 대한 해를 방지하고 폐기물 관리 성과를 지속적으로 개선하기 위한 절차를 시행하는 것의 중요성을 강조한다.",CUHK는 홍콩의 입법 및 규제 요건을 넘어서는 효과적인 폐기물 관리 프로세스를 마련하기 위해 노력하고 있습니다.폐기물 관리 정책 및 폐기물 관리 가이드 라인은 즉각적이고 미래의 오염을 방지하고 건강에 해를 끼치고 폐기물 관리 성능을 지속적으로 개선하기위한 시행 절차의 중요성을 강조합니다., 관리 정책 및 폐기물 관리 가이드 라인은 즉각적이고 미래의 오염을 방지하고 건강에 해를 끼치고 폐기물 관리 성능을 지속적으로 개선하기위한 시행 절차의 중요성을 강조합니다.,12,2
827,호주,University of Wollongong,"The ECO Antarctica project has established a new trans-Tasman network of Antarctic researchers with a wide range of expertise. These include marine and terrestrial ecologists, data scientists, environmental toxicologists, climate scientists and modellers, and experts in Antarctic and environmental law and policy. In 2019, the team showcased the wonder and science of Antarctica in a public exhibition called Antarctic Footprints. This allowed the public to explore some of the challenges that Antarctica’s coastal and near-shore marine systems face. This team has also drafted recommended protocols for uniformly monitoring and comparing terrestrial and marine zones for both climate and health of biodiversity around the coast of Antarctica. Collecting local climate and biodiversity data in a uniform way will contribute to science projects and national programs, resulting in informed conservation and environmental management throughout the Antarctic.","ECO 남극 프로젝트는 광범위한 전문 지식을 가진 남극 연구자들의 새로운 태즈먼 횡단 네트워크를 구축했습니다. 여기에는 해양 및 육상 생태학자, 데이터 과학자, 환경 독성학자, 기후 과학자 및 모델러, 남극 및 환경 법률 및 정책 전문가가 포함됩니다. 2019년, 그 팀은 남극 발자국이라고 불리는 공공 전시회에서 남극의 경이로움과 과학을 보여주었습니다. 이것은 대중들이 남극대륙의 해안과 근해 해양 시스템이 직면하는 도전들 중 일부를 탐험할 수 있도록 했습니다. 이 팀은 또한 남극대륙 해안 주변의 생물 다양성의 기후와 건강 모두에 대해 육지와 해양 지대를 균일하게 모니터링하고 비교하기 위한 권장 프로토콜을 작성했습니다. 지역 기후와 생물 다양성 데이터를 통일된 방식으로 수집하면 과학 프로젝트와 국가 프로그램에 기여하여 남극 전역에 걸쳐 정보에 입각한 보존과 환경 관리가 이루어질 것입니다.","Eco Antarctica 프로젝트는 광범위한 전문 지식을 갖춘 새로운 남극 연구원 네트워크를 설립했습니다.여기에는 해양 및 지상 생태 학자, 데이터 과학자, 환경 독성 학자, 기후 과학자 및 모듈러, 남극 및 환경법 및 정책 전문가가 포함됩니다.2019 년 에이 팀은 남극 발자국이라는 공개 전시회에서 남극 대륙의 Wonder and Science를 선보였습니다.이를 통해 대중은 남극 대륙의 해안 및 해양 해양 시스템이 직면 한 문제 중 일부를 탐색 할 수있었습니다.이 팀은 또한 남극 대륙 해안 주변의 생물 다양성의 기후와 건강에 대한 지상 및 해양 구역을 균일하게 모니터링하고 비교하기위한 권장 프로토콜을 작성했습니다.균일 한 방식으로 지역 기후 및 생물 다양성 데이터를 수집하면 과학 프로젝트 및 국가 프로그램에 기여하여 남극 전역에 걸쳐 사전 보존 및 환경 관리가 이루어집니다.", 팀은 또한 남극 대륙 해안 주변의 생물 다양성의 기후와 건강에 대한 지상 및 해양 구역을 균일하게 모니터링하고 비교하기위한 권장 프로토콜을 작성했습니다,13,2
719,영국,Oxford University,Develop and implement a program to divert organics from landfill where feasible. ,가능한 경우 매립지에서 유기물을 우회시키는 프로그램을 개발하고 시행한다.,유기물을 실현 가능한 곳에서 매립지에서 전환시키는 프로그램을 개발하고 구현하십시오.,유기물을 실현 가능한 곳에서 매립지에서 전환시키는 프로그램을 개발하고 구현하십시오.,12,2
700,영국,Oxford University,Develop and implement a program to divert organics from landfill where feasible.,가능한 경우 매립지에서 유기물을 우회시키는 프로그램을 개발하고 시행한다.,유기물을 실현 가능한 곳에서 매립지에서 전환시키는 프로그램을 개발하고 구현하십시오.,유기물을 실현 가능한 곳에서 매립지에서 전환시키는 프로그램을 개발하고 구현하십시오.,12,2
1335,인도네시아,IPB University,"we maintain water supply and waste
management facilities on a regular basis.
In 2020, 3 units of WTP sand filter were
replaced, water pumps were procured,
clean water piping was repaired, and
routine drains were drained. In addition,
IPB also always takes care of the lake
ecosystem in the campus area, namely
Lake Leutik by cleaning and monitoring
water quality. Through LPPM and aquatic
r e s o u r c e m a n a g e m e n t s t u d e n t
association (Himasper), monitoring and
cleaning of the lake is carried out regularly.
IPB university cooperates with PT
Prasadha Pamunah Limbah Industri (PPLI)
in handling B3 waste and ensures that
waste is processed, physically, biologically,
or chemically so that it becomes harmless
or reduces its toxicity.","우리는 물 공급과 낭비를 유지한다.
상시 관리 시설
2020년 WTP 샌드필터 3대는
교체, 양수기 조달,
깨끗한 물 배관이 수리되었다.
일상적인 배수관이 배수되었습니다. 게다가.
IPB는 또한 항상 호수를 돌본다.
캠퍼스 지역의 생태계, 즉
청소 및 모니터링을 통한 레이크 레이크
수질 LPPM 및 아쿠아틱을 통해
resources management 학생
연결(Himasper), 모니터링 및
호수의 청소는 정기적으로 수행된다.
IPB 대학교는 PT와 협력합니다.
프라사다 파문아 림바 인더스트리(PPLI)
B3 폐기물을 처리할 때 그리고 다음을 보장합니다.
폐기물은 물리적, 생물학적으로 처리된다.
또는 화학적으로 무해해지도록
또는 독성을 감소시킨다.","우리는 정기적으로 급수 및 폐기물 관리 시설을 유지합니다.2020 년에 3 단위의 WTP 모래 필터를 교체하고, 워터 펌프를 조달하고, 깨끗한 물 배관을 수리하고, 일상적인 배수구를 배출했습니다.또한 IPB는 항상 수질을 청소하고 모니터링하여 캠퍼스 지역의 호수 생태계를 관리합니다.LPPM 및 수생 R E S O U R C E M A N A G E M E N T S T U D E N T ASSOCIAC (HIMASPER)를 통해 호수의 모니터링 및 청소가 정기적으로 수행됩니다.IPB University는 B3 폐기물을 처리하는 데 PT Prasadha Pamunah Limbah Industri (PPLI)와 협력하여 폐기물이 가공, 물리적, 생물학적 또는 화학적으로 가공되어 무해하거나 독성을 줄이도록합니다.",우리는 정기적으로 급수 및 폐기물 관리 시설을 유지합니다,6,2
1293,미국,The University of Texas at Dallas,"Life Below Water Locally
Although UT Dallas is not located along a coastline, preserving life below water is still an essential driver of sustainability and environmental preservation on campus. In our research and academics, we strive to drive innovation and inform students of the issues facing our waters. Through sustainable management of water highlighted through SDG 6 UTD is purposeful and responsible in our consumption of water. We also have our very own local watershed to protect on campus.

Cottonwood Creek runs through the UT Dallas campus. The West Fork of Cottonwood Creek runs along the west side of campus, through University Village. It ultimately joins other waterways at White Rock Lake, part of the Trinity River watershed. As community members, we strive to protect local wildlife that is part of the Trinity River watershed.","국지적으로 물밑에 있는 곳
UT 댈러스는 해안선을 따라 위치하지는 않지만, 수중 생물 보존은 여전히 캠퍼스에서 지속 가능성과 환경 보존의 필수적인 원동력이다. 우리의 연구와 학문에서, 우리는 혁신을 추진하고 학생들에게 우리의 물이 직면하고 있는 문제들을 알리기 위해 노력합니다. SDG 6을 통해 강조된 물의 지속 가능한 관리를 통해 UTD는 우리의 물 소비에 있어 목적과 책임이 있습니다. 우리는 또한 캠퍼스에서 보호할 우리만의 지역 분수령이 있다.

코튼우드 크릭은 댈러스 대학교 캠퍼스를 관통한다. 코튼우드 크릭의 웨스트 포크(West Fork)는 캠퍼스의 서쪽을 따라 유니버시티 빌리지(University Village)를 통과한다. 트리니티 강 유역의 일부인 화이트 록 호수에서 다른 수로들과 합류한다. 지역사회 구성원으로서, 우리는 트리니티 강 유역의 일부인 지역 야생동물을 보호하기 위해 노력합니다.",UT Dallas는 해안선을 따라 위치하지 않지만 현지에서 물 아래의 수명은 물 아래의 생명을 보존하는 것은 여전히 캠퍼스에서 지속 가능성과 환경 보존의 필수 원동력입니다.우리의 연구와 학자에서 우리는 혁신을 주도하고 학생들에게 물이 직면 한 문제를 알리기 위해 노력합니다.SDG 6 UTD를 통해 강조된 물의 지속 가능한 물 관리를 통해 물의 소비에 대한 의도적이며 책임이 있습니다.우리는 또한 캠퍼스에서 보호 할 현지 유역이 있습니다.Cottonwood Creek은 UT Dallas 캠퍼스를 통과합니다.Cottonwood Creek의 West Fork는 University Village를 통해 캠퍼스의 서쪽을 따라 운행됩니다.궁극적으로 트리니티 강 유역의 일부인 화이트 록 레이크 (White Rock Lake)의 다른 수로에 합류합니다.지역 사회 구성원으로서 우리는 트리니티 강 유역의 일부인 지역 야생 동물을 보호하기 위해 노력합니다., 사회 구성원으로서 우리는 트리니티 강 유역의 일부인 지역 야생 동물을 보호하기 위해 노력합니다.,14,2
1710,남아프리카 공화국,University of Cape Town,"UCT researchers are actively involved in a range of initiatives to understand how biodiversity evolved, how species interact with each other and with their environment, how ecosystems and social-ecological systems function, and to track changes in land-cover over time. This knowledge is the basis for effective biodiversity conservation and the sustainable management of ecosystem services.","UCT 연구원들은 생물 다양성이 어떻게 진화했는지, 종이 서로 그리고 그들의 환경과 어떻게 상호작용하는지, 생태계와 사회-생태계가 어떻게 기능하는지, 그리고 시간이 지남에 따라 토지 면적의 변화를 추적하기 위해 다양한 이니셔티브에 적극적으로 참여하고 있다. 이 지식은 효과적인 생물 다양성 보존과 생태계 서비스의 지속 가능한 관리를 위한 기초이다.","UCT 연구원들은 생물 다양성이 어떻게 진화했는지, 종이 서로 상호 작용하는지, 생태계와 사회 생태 시스템의 기능, 시간이 지남에 따라 토지 코버의 변화를 추적하는 다양한 이니셔티브에 적극적으로 참여하고 있습니다.이 지식은 효과적인 생물 다양성 보존 및 생태계 서비스의 지속 가능한 관리의 기초입니다.", 지식은 효과적인 생물 다양성 보존 및 생태계 서비스의 지속 가능한 관리의 기초입니다.,15,2
1987,영국,University of East Anglia,"Working towards water security
Researchers at UEA’s Water Security Research Centre work to address the challenges of managing water resources to meet changing human, economic and environmental needs. Their approach to water security focuses on the need to understand the physical and social drivers of global water challenges. Research projects include examining the resilience of fruit production to water and drought risks; facilitating law-based, sustainable water arrangements in the Yarmouk tributary of the Jordan River; and understanding issues of water stress in the semi-arid regions of Africa and Asia – exploring the causes of people’s vulnerability to risk and ways to promote resilient, sustainable use.","수상 보안을 위한 작업
UEA의 Water Security Research Center의 연구원들은 변화하는 인적, 경제적, 환경적 요구를 충족시키기 위해 수자원을 관리하는 문제를 해결하기 위해 노력하고 있습니다. 물 보안에 대한 그들의 접근 방식은 세계적인 물 문제의 물리적 및 사회적 동인을 이해할 필요성에 초점을 맞추고 있다. 연구 프로젝트에는 물과 가뭄 위험에 대한 과일 생산의 복원력을 조사하는 것, 요르단 강의 야르무크 지류에서 법에 기반한 지속 가능한 물 배치의 촉진, 그리고 아프리카와 아시아의 반건조 지역의 물 스트레스 문제를 이해하는 것, 위험과 방법에 대한 사람들의 취약성의 원인을 탐구하는 것이 포함된다.s 탄력적이고 지속 가능한 사용을 촉진합니다.","UEA의 수자원 보안 연구 센터 (Water Security Research Center)의 수자원 보안 연구원을 향한 노력은 변화하는 인간, 경제 및 환경 요구를 충족시키기 위해 수자원 관리의 과제를 해결하기 위해 노력하고 있습니다.물 안보에 대한 그들의 접근 방식은 글로벌 물 문제의 물리적, 사회적 동인을 이해해야 할 필요성에 중점을 둡니다.연구 프로젝트에는 과일 생산의 회복력과 물에 대한 탄력성과 가뭄 위험을 조사하는 것이 포함됩니다.요르단 강의 Yarmouk 지류에서 법률 기반의 지속 가능한 물 계약을 촉진;아프리카와 아시아의 반 건조 지역에서의 물 스트레스 문제 이해-위험에 대한 사람들의 취약성과 탄력적이고 지속 가능한 용도를 촉진하는 방법의 원인을 탐색합니다."," 안보에 대한 그들의 접근 방식은 글로벌 물 문제의 물리적, 사회적 동인을 이해해야 할 필요성에 중점을 둡니다",14,2
52,캐나다,Waterloo,"CONSERVE AND SUSTAINABLY USE THE OCEANS, SEAS AND MARINE RESOURCES FOR SUSTAINABLE DEVELOPMENT
The goals of SDG 14 are to protect marine ecosystems from pollution, overfishing, acidification, and other human activities while increasing the sustainable use of marine resources. The SDG recognizes that
our oceans are a source of economic, social, and environmental resources and that oceans play a crucial role as a global climate
system regulator. The Water Institute at the University of Waterloo has many programs that address water
issues, in both fresh water and oceans.","""지속 가능한 개발을 위해 해양, 해양 및 해양 자원을 보존하고 지속 가능하게 사용합니다.
SDG 14의 목표는 해양 자원의 지속 가능한 사용을 증가시키면서 해양 생태계를 오염, 남획, 산성화, 그리고 다른 인간 활동으로부터 보호하는 것이다. SDG는 다음과 같이 인식한다.
우리의 바다는 경제적, 사회적, 환경적 자원의 원천이고 바다는 지구 기후로서 중요한 역할을 한다.
시스템 조절기 워털루 대학의 물 연구소는 물을 다루는 많은 프로그램을 가지고 있다.
민물과 해양 모두에서 문제가 발생합니다.""","지속 가능한 개발을 위해 해양, 바다 및 해양 자원을 보존하고 지속적으로 사용하여 SDG 14의 목표는 해양 생태계를 오염, 과잉, 산성화 및 기타 인간 활동으로부터 보호하면서 해양 자원의 지속 가능한 사용을 증가시키는 것입니다.SDG는 우리의 해양이 경제, 사회 및 환경 자원의 원천이며 해양은 세계 기후 시스템 규제 기관으로서 중요한 역할을한다는 것을 인식합니다.워털루 대학교 (University of Waterloo)의 물 연구소에는 담수와 바다에서 물 문제를 해결하는 많은 프로그램이 있습니다."," 우리의 해양이 경제, 사회 및 환경 자원의 원천이며 해양은 세계 기후 시스템 규제 기관으로서 중요한 역할을한다는 것을 인식합니다",14,2
1763,덴마크,Aalborg University,"IMPROVING AAU CAMPUS
LAKES AND CANALS
On the AAU campus in Aalborg East, green areas and water
surround the buildings, and multiple canals and lakes are
connected throughout the campus area. A new project will
improve the ecological quality of the water, improve recreational
areas surrounding the water and ensure proper management
of heavy downpours in the future. AAU is collaborating
with the local community and authorities in the project
planning, implementation and operations. The project entails
an investment of EUR 3 million for AAU","AAU 캠퍼스 개선
호수와 운하
올보르 이스트의 AAU 캠퍼스에는 녹지와 물이 있다.
건물을 둘러싸고, 그리고 여러 운하와 호수는
캠퍼스 전체에 걸쳐 연결되어 있습니다. 새로운 프로젝트는
물의 생태적 질을 향상시키고, 레크리에이션을 개선하다.
물 주변 지역 및 적절한 관리 보장
장차 폭우가 쏟아질 것이다. AAU가 협업하고 있습니다.
그 프로젝트에 지역 사회와 당국과 함께.
계획, 구현 및 운영. 그 계획은 을 수반한다.
AAU를 위한 300만 유로 투자","Aalborg East의 AAU 캠퍼스에서 AAU 캠퍼스 호수 및 운하 개선, 녹지 및 물은 건물을 둘러싸고 있으며 여러 운하와 호수는 캠퍼스 지역 전체에 연결되어 있습니다.새로운 프로젝트는 물의 생태 품질을 향상시키고, 물을 둘러싼 레크리에이션 영역을 개선하며, 향후 무거운 호우를 적절히 관리 할 것입니다.AAU는 프로젝트 계획, 구현 및 운영에서 지역 사회 및 당국과 협력하고 있습니다.이 프로젝트는 AAU에 대한 3 백만 유로의 투자를 수반합니다."," 프로젝트는 물의 생태 품질을 향상시키고, 물을 둘러싼 레크리에이션 영역을 개선하며, 향후 무거운 호우를 적절히 관리 할 것입니다",14,2
233,캐나다,Concordia University,"URBAN WATER CONSUMPTION RESEARCH
Planning 30 years ahead, Concordia researchers are looking
into what urban water consumption would be like in 2050 in
Montreal’s suburbs. The researchers examined 21 different
climate models and three possible emissions reduction
scenarios. These calculations are especially important to cities
that do not have ready access to large supplies of fresh water.
The research team aims to increase awareness about water
security among policymakers and politicians so they keep longterm
trends in mind when making decisions related to water
usage and water infrastructure.","""도시 용수 소비 연구""
콩코드 연구진은 30년 앞을 내다보고 있다.
2050년 도시의 물 소비량이 어떻게 될 것인가에 대해서
몬트리올의 교외 연구원들은 21개의 다른 것들을 조사했다.
기후 모델과 세 가지 가능한 배출량 감소
시나리오 이러한 계산은 특히 도시에 중요하다.
많은 양의 신선한 물을 얻을 준비가 되어 있지 않은 사람들
그 연구팀은 물에 대한 인식을 높이는 것을 목표로 한다.
정책입안자들과 정치인들 사이의 안전은 그들이 장기간에 걸쳐 유지되도록 한다.
물과 관련된 결정을 내릴 때 마음속의 경향
사용 및 수도 인프라""라고 말합니다.",도시 수자원 소비 연구 계획 30 년 전에 Concordia 연구원들은 2050 년 몬트리올 교외에서 도시의 물 소비가 어떤지 조사하고 있습니다.연구원들은 21 개의 다른 기후 모델과 3 가지 가능한 배출 감소 시나리오를 조사했습니다.이러한 계산은 대규모 담수 공급에 대한 준비가되지 않은 도시에 특히 중요합니다.연구팀은 정책 입안자와 정치인들 사이의 수자원 안보에 대한 인식을 높이고 물 사용 및 수자원 인프라와 관련된 결정을 내릴 때 장기 추세를 염두에두고 있습니다., 정책 입안자와 정치인들 사이의 수자원 안보에 대한 인식을 높이고 물 사용 및 수자원 인프라와 관련된 결정을 내릴 때 장기 추세를 염두에두고 있습니다.,6,2
